,Airline,Source,Destination,Duration,Total_Stops,Additional_Info,Price,Day,Month,Dep_Hour
4805,SpiceJet,Banglore,New Delhi,170,0,No info,6860,3,3,6
4806,Air India,Mumbai,Hyderabad,75,0,No info,2050,3,4,19
4807,Multiple carriers,Delhi,Cochin,465,1,In-flight meal not included,5797,24,6,18
4808,IndiGo,Banglore,New Delhi,180,0,No info,7648,9,3,8
4809,Air India,Banglore,New Delhi,165,0,No info,8851,15,3,21
4810,Air India,Kolkata,Banglore,1165,2,No info,13007,6,6,10
4811,Jet Airways,Kolkata,Banglore,1450,1,No info,13067,24,5,10
4812,IndiGo,Banglore,New Delhi,295,1,No info,4049,18,3,17
4813,Jet Airways,Kolkata,Banglore,1500,1,No info,12692,12,6,17
4814,Air India,Chennai,Kolkata,135,0,No info,4667,9,5,12
4815,Multiple carriers,Delhi,Cochin,850,2,In-flight meal not included,8938,3,3,7
4816,IndiGo,Delhi,Cochin,480,1,No info,10208,21,3,7
4817,Multiple carriers,Delhi,Cochin,470,1,No info,7354,3,6,11
4818,Air India,Banglore,Delhi,165,0,No info,5438,21,4,17
4819,Air Asia,Kolkata,Banglore,150,0,No info,4107,24,5,23
4820,Jet Airways,Kolkata,Banglore,975,1,In-flight meal not included,11134,24,3,20
4821,Jet Airways,Delhi,Cochin,940,1,In-flight meal not included,10262,15,6,21
4822,Air India,Kolkata,Banglore,1100,2,No info,14083,24,5,7
4823,Vistara,Kolkata,Banglore,975,1,No info,9345,9,6,7
4824,Jet Airways,Delhi,Cochin,1145,1,In-flight meal not included,12373,9,5,17
4825,Multiple carriers,Delhi,Cochin,570,1,In-flight meal not included,10196,15,6,16
4826,IndiGo,Delhi,Cochin,300,1,No info,5947,15,4,16
4827,Jet Airways,Kolkata,Banglore,1155,1,No info,13044,12,6,14
4828,Jet Airways,Kolkata,Banglore,1655,1,In-flight meal not included,9663,18,5,6
4829,Jet Airways,Banglore,New Delhi,875,1,No info,27992,1,3,6
4830,IndiGo,Kolkata,Banglore,280,1,No info,7476,24,3,15
4831,Air India,Kolkata,Banglore,805,1,No info,10413,9,6,7
4832,Multiple carriers,Delhi,Cochin,455,1,No info,10261,1,6,12
4833,Jet Airways,Kolkata,Banglore,840,1,No info,14151,6,6,10
4834,Air India,Banglore,Delhi,165,0,No info,5176,6,4,6
4835,Jet Airways,Delhi,Cochin,1105,1,No info,14714,6,6,10
4836,Jet Airways,Kolkata,Banglore,1285,1,In-flight meal not included,9314,15,5,17
4837,Jet Airways,Delhi,Cochin,395,1,No info,14714,24,6,22
4838,Multiple carriers,Delhi,Cochin,660,1,No info,12192,6,6,8
4839,SpiceJet,Mumbai,Hyderabad,90,0,No info,1759,3,4,23
4840,IndiGo,Delhi,Cochin,320,1,No info,4744,27,3,2
4841,Jet Airways,Banglore,Delhi,180,0,No info,7229,21,5,20
4842,Jet Airways,Delhi,Cochin,1685,1,No info,15029,9,3,0
4843,IndiGo,Kolkata,Banglore,160,0,No info,4462,15,3,20
4844,SpiceJet,Chennai,Kolkata,135,0,No info,6300,12,3,8
4845,Air India,Mumbai,Hyderabad,75,0,No info,2575,21,3,19
4846,Jet Airways,Banglore,New Delhi,1455,1,In-flight meal not included,11087,12,3,19
4847,Multiple carriers,Delhi,Cochin,560,1,No info,6305,27,3,4
4848,Vistara,Banglore,New Delhi,160,0,No info,8290,9,3,20
4849,Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,5769,18,6,7
4850,IndiGo,Banglore,Delhi,180,0,No info,4990,12,4,21
4851,Air Asia,Banglore,New Delhi,165,0,No info,6135,3,3,23
4852,IndiGo,Delhi,Cochin,345,1,No info,5733,27,3,2
4853,Multiple carriers,Delhi,Cochin,900,1,No info,7670,15,5,6
4854,Jet Airways,Delhi,Cochin,1430,2,No info,12819,27,6,19
4855,IndiGo,Banglore,Delhi,170,0,No info,4823,3,5,20
4856,IndiGo,Delhi,Cochin,965,1,No info,6979,9,5,5
4857,Air India,Kolkata,Banglore,545,1,No info,10493,24,3,9
4858,Air India,Delhi,Cochin,1395,2,No info,16111,9,3,20
4859,Air India,Delhi,Cochin,1275,2,No info,10651,9,6,22
4860,IndiGo,Delhi,Cochin,665,1,No info,6600,27,5,5
4861,Jet Airways,Delhi,Cochin,1320,2,In-flight meal not included,10919,12,6,15
4862,IndiGo,Kolkata,Banglore,165,0,No info,5198,21,3,10
4863,Air India,Banglore,New Delhi,1890,2,No info,12778,12,3,9
4864,IndiGo,Mumbai,Hyderabad,85,0,No info,2754,27,3,19
4866,IndiGo,Delhi,Cochin,305,1,No info,7255,9,5,20
4867,Multiple carriers,Delhi,Cochin,375,1,No info,14486,21,3,7
4868,GoAir,Delhi,Cochin,355,1,No info,6591,21,4,7
4869,SpiceJet,Banglore,Delhi,175,0,No check-in baggage included,3573,21,5,21
4870,Jet Airways,Delhi,Cochin,1295,1,In-flight meal not included,10262,1,6,15
4871,Jet Airways,Kolkata,Banglore,910,1,No info,14388,15,5,19
4872,Jet Airways,Delhi,Cochin,1530,1,No info,14714,3,6,17
4873,Jet Airways,Delhi,Cochin,1025,2,In-flight meal not included,10368,12,6,19
4874,SpiceJet,Chennai,Kolkata,155,0,No info,3384,21,3,9
4875,Air India,Kolkata,Banglore,1540,1,No info,7742,24,3,12
4876,IndiGo,Delhi,Cochin,345,1,No info,6386,9,6,2
4877,Jet Airways,Banglore,Delhi,185,0,In-flight meal not included,7229,6,6,19
4878,Air India,Kolkata,Banglore,545,1,No info,8891,6,5,9
4879,Multiple carriers,Delhi,Cochin,480,1,No info,13587,1,6,13
4880,IndiGo,Delhi,Cochin,350,1,No info,8227,27,3,7
4881,Air India,Kolkata,Banglore,805,2,No info,12125,1,4,10
4882,SpiceJet,Kolkata,Banglore,140,0,No info,3873,15,6,22
4883,Multiple carriers,Delhi,Cochin,570,1,No info,13377,12,6,16
4884,Jet Airways,Kolkata,Banglore,1630,1,No info,10953,12,5,20
4885,SpiceJet,Kolkata,Banglore,160,0,No info,4622,9,3,7
4886,Jet Airways,Kolkata,Banglore,1210,1,No info,14231,24,3,14
4887,Jet Airways,Delhi,Cochin,1270,1,In-flight meal not included,10262,24,6,22
4888,IndiGo,Banglore,Delhi,170,0,No info,3943,15,4,22
4889,Vistara,Kolkata,Banglore,1440,1,No info,8610,12,5,20
4890,Multiple carriers,Delhi,Cochin,915,1,No info,6717,21,3,7
4891,Multiple carriers,Delhi,Cochin,630,1,No info,10877,24,6,8
4892,IndiGo,Kolkata,Banglore,290,1,No info,4775,1,5,15
4893,Jet Airways,Kolkata,Banglore,365,1,No info,14571,9,6,16
4894,SpiceJet,Banglore,New Delhi,175,0,No check-in baggage included,6205,24,3,10
4895,Jet Airways,Kolkata,Banglore,1295,1,No info,14151,18,5,20
4896,Multiple carriers,Delhi,Cochin,560,1,No info,6637,27,3,12
4897,Air India,Banglore,New Delhi,1640,2,No info,12074,3,3,7
4898,IndiGo,Kolkata,Banglore,155,0,No info,4804,21,6,11
4899,IndiGo,Kolkata,Banglore,315,1,No info,7252,6,5,21
4900,IndiGo,Delhi,Cochin,275,1,No info,6069,3,6,8
4901,Jet Airways,Delhi,Cochin,450,1,No info,15554,9,5,11
4902,IndiGo,Chennai,Kolkata,165,0,No info,3850,18,5,16
4903,Air India,Delhi,Cochin,1470,2,No info,12940,18,5,19
4904,SpiceJet,Kolkata,Banglore,435,1,No info,8844,1,5,11
4905,Jet Airways,Delhi,Cochin,715,1,In-flight meal not included,15190,12,6,7
4906,Jet Airways,Banglore,New Delhi,490,1,In-flight meal not included,9134,15,3,8
4907,Jet Airways,Delhi,Cochin,940,1,No info,11822,9,4,21
4908,Multiple carriers,Delhi,Cochin,630,1,No info,15078,9,5,15
4909,SpiceJet,Mumbai,Hyderabad,85,0,No info,11005,1,3,23
4910,IndiGo,Delhi,Cochin,635,1,No info,7006,21,3,15
4911,IndiGo,Banglore,New Delhi,295,1,No info,4259,9,3,17
4912,Air India,Delhi,Cochin,1305,2,No info,11762,9,3,21
4913,Jet Airways,Banglore,New Delhi,1445,1,In-flight meal not included,8147,24,3,9
4914,SpiceJet,Kolkata,Banglore,155,0,No check-in baggage included,3841,27,5,7
4915,IndiGo,Kolkata,Banglore,155,0,No info,4174,3,4,17
4916,Jet Airways,Delhi,Cochin,655,1,In-flight meal not included,12898,27,5,17
4917,SpiceJet,Delhi,Cochin,380,1,No info,5583,6,6,16
4918,Jet Airways,Delhi,Cochin,450,1,In-flight meal not included,10262,6,6,11
4919,Jet Airways,Banglore,Delhi,165,0,No info,7229,6,5,6
4921,Vistara,Banglore,Delhi,170,0,No info,4668,9,6,21
4922,IndiGo,Banglore,Delhi,175,0,No info,4990,18,4,18
4923,IndiGo,Kolkata,Banglore,165,0,No info,6985,24,3,22
4924,IndiGo,Banglore,Delhi,180,0,No info,4823,3,4,17
4925,Vistara,Kolkata,Banglore,700,1,No info,9345,18,5,7
4926,Jet Airways,Kolkata,Banglore,1575,1,In-flight meal not included,10844,15,5,14
4927,Jet Airways,Delhi,Cochin,1620,2,No info,14657,9,5,10
4928,IndiGo,Delhi,Cochin,665,1,No info,6818,3,6,5
4929,Air India,Delhi,Cochin,1545,2,No info,11543,15,5,6
4930,SpiceJet,Mumbai,Hyderabad,85,0,No check-in baggage included,2175,24,3,23
4931,Jet Airways,Kolkata,Banglore,1285,1,In-flight meal not included,10844,6,6,19
4932,Jet Airways,Mumbai,Hyderabad,85,0,No info,8040,1,4,7
4933,Jet Airways,Kolkata,Banglore,740,1,No info,14571,6,6,8
4934,Jet Airways,Kolkata,Banglore,330,1,No info,14571,9,6,6
4935,Jet Airways,Delhi,Cochin,1235,1,In-flight meal not included,12898,21,5,16
4936,Multiple carriers,Delhi,Cochin,555,1,No info,14848,12,6,10
4937,Multiple carriers,Delhi,Cochin,390,1,No info,8283,18,5,19
4938,Jet Airways,Banglore,Delhi,175,0,No info,7229,21,4,15
4939,Multiple carriers,Delhi,Cochin,830,1,No info,8405,18,5,12
4940,Jet Airways,Delhi,Cochin,1365,2,No info,19266,3,3,6
4941,Air India,Delhi,Cochin,875,1,No info,11038,6,3,18
4942,Jet Airways,Banglore,Delhi,185,0,No info,8016,12,6,19
4943,SpiceJet,Chennai,Kolkata,140,0,No info,3384,21,3,18
4944,IndiGo,Delhi,Cochin,415,1,No info,6573,9,4,19
4946,Jet Airways,Delhi,Cochin,1125,2,No info,15129,21,5,10
4947,IndiGo,Banglore,Delhi,170,0,No info,3943,27,6,23
4948,Jet Airways,Banglore,New Delhi,805,1,In-flight meal not included,7832,24,3,23
4949,IndiGo,Banglore,New Delhi,175,0,No info,6860,24,3,7
4950,IndiGo,Banglore,Delhi,175,0,No info,4823,12,5,18
4951,Air India,Banglore,Delhi,165,0,No info,5228,6,5,17
4952,Jet Airways,Kolkata,Banglore,345,1,No info,13364,1,4,14
4953,Jet Airways,Banglore,New Delhi,885,1,No info,13555,18,3,17
4954,IndiGo,Chennai,Kolkata,140,0,No info,5277,6,3,22
4955,Air India,Kolkata,Banglore,1100,2,No info,13243,12,5,7
4956,Multiple carriers,Delhi,Cochin,780,1,No info,9794,9,5,6
4957,Jet Airways,Banglore,Delhi,165,0,No info,8016,6,6,6
4958,Multiple carriers,Delhi,Cochin,480,1,No info,13377,1,6,17
4959,Jet Airways,Kolkata,Banglore,1745,1,No info,12692,9,6,17
4960,Air India,Kolkata,Banglore,610,2,No info,10697,6,6,8
4961,SpiceJet,Chennai,Kolkata,155,0,No info,3384,27,3,9
4962,IndiGo,Delhi,Cochin,940,1,No info,6734,9,5,7
4963,Jet Airways,Kolkata,Banglore,800,1,In-flight meal not included,10844,6,6,20
4964,Air India,Banglore,Delhi,170,0,No info,5228,24,5,21
4965,Air India,Kolkata,Banglore,1545,1,No info,8891,24,5,9
4966,IndiGo,Chennai,Kolkata,140,0,No info,3384,27,3,8
4967,Multiple carriers,Delhi,Cochin,780,1,No info,17057,3,3,8
4968,IndiGo,Kolkata,Banglore,265,1,No info,3480,3,4,19
4969,SpiceJet,Banglore,Delhi,170,0,No info,4423,3,5,9
4970,Jet Airways,Kolkata,Banglore,1330,1,No info,14178,9,6,6
4971,SpiceJet,Delhi,Cochin,270,1,No check-in baggage included,4760,24,6,9
4972,Jet Airways,Kolkata,Banglore,800,1,No info,14151,1,4,20
4973,Jet Airways,Kolkata,Banglore,1220,1,No info,12681,1,4,20
4974,Jet Airways,Delhi,Cochin,195,0,In-flight meal not included,4886,3,4,11
4975,Air Asia,Kolkata,Banglore,155,0,No info,3807,21,6,10
4976,IndiGo,Kolkata,Banglore,155,0,No info,4804,18,5,5
4977,IndiGo,Banglore,New Delhi,290,1,No info,5694,9,3,7
4978,Multiple carriers,Delhi,Cochin,600,1,No info,10197,24,5,9
4979,IndiGo,Banglore,Delhi,170,0,No info,4077,15,6,23
4980,Jet Airways,Kolkata,Banglore,705,1,No info,14781,1,5,6
4981,IndiGo,Kolkata,Banglore,155,0,No info,5224,9,5,11
4982,IndiGo,Kolkata,Banglore,160,0,No info,4804,24,4,21
4983,Jet Airways,Kolkata,Banglore,1330,1,In-flight meal not included,8586,21,5,6
4984,Air India,Kolkata,Banglore,1515,1,No info,7662,21,5,12
4985,Jet Airways,Delhi,Cochin,535,1,No info,18550,3,3,10
4986,Vistara,Kolkata,Banglore,385,1,No info,8610,12,6,17
4987,Jet Airways,Banglore,Delhi,180,0,No info,7229,1,5,7
4988,Air India,Kolkata,Banglore,1165,2,No info,12009,6,6,10
4989,Jet Airways,Kolkata,Banglore,1685,1,No info,14151,18,5,17
4990,Air India,Delhi,Cochin,170,0,No info,4729,9,4,5
4991,Air India,Delhi,Cochin,170,0,No info,7931,3,3,5
4992,Jet Airways,Delhi,Cochin,1505,1,In-flight meal not included,12898,21,5,11
4993,Jet Airways,Delhi,Cochin,1295,1,No info,16289,9,3,7
4994,Jet Airways,Delhi,Cochin,1295,2,No info,13292,3,6,21
4995,Multiple carriers,Delhi,Cochin,780,1,No info,7618,27,5,8
4996,Multiple carriers,Delhi,Cochin,435,1,No info,13377,15,6,18
4997,Air Asia,Kolkata,Banglore,955,1,No info,5192,12,6,8
4998,Multiple carriers,Delhi,Cochin,455,1,In-flight meal not included,7268,24,6,12
4999,Jet Airways,Kolkata,Banglore,800,1,In-flight meal not included,12384,24,5,20
5000,IndiGo,Banglore,New Delhi,170,0,No info,5694,15,3,4
5001,Jet Airways,Banglore,New Delhi,420,2,No info,16338,18,3,9
5002,Multiple carriers,Delhi,Cochin,750,1,No info,7198,6,6,13
5003,Jet Airways,Delhi,Cochin,650,1,In-flight meal not included,6540,21,3,8
5004,Jet Airways,Mumbai,Hyderabad,90,0,In-flight meal not included,3210,3,6,20
5005,SpiceJet,Kolkata,Banglore,155,0,No info,3873,18,6,7
5006,Air Asia,Banglore,Delhi,165,0,No info,4483,21,4,11
5007,Air Asia,Delhi,Cochin,340,1,No info,6752,15,5,17
5008,IndiGo,Banglore,Delhi,175,0,No info,4823,12,4,7
5009,Air India,Kolkata,Banglore,745,1,No info,10203,6,5,20
5010,SpiceJet,Kolkata,Banglore,140,0,No info,3873,18,5,22
5011,SpiceJet,Mumbai,Hyderabad,80,0,No info,2017,27,3,13
5012,Jet Airways,Kolkata,Banglore,1215,1,In-flight meal not included,8586,6,6,8
5013,Jet Airways,Banglore,New Delhi,695,1,1 Long layover,31825,1,3,23
5015,Jet Airways,Delhi,Cochin,1570,1,In-flight meal not included,10262,6,6,2
5016,IndiGo,Delhi,Cochin,305,1,No info,6593,1,6,20
5017,SpiceJet,Banglore,Delhi,175,0,No info,3971,24,6,21
5018,Jet Airways,Delhi,Cochin,1415,1,No info,16289,9,3,19
5019,Jet Airways,Kolkata,Banglore,1450,1,In-flight meal not included,9314,1,5,10
5020,Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,4030,21,5,18
5021,Multiple carriers,Delhi,Cochin,420,1,No info,13587,12,6,14
5022,Jet Airways,Kolkata,Banglore,1295,1,In-flight meal not included,9314,1,5,20
5023,Air Asia,Delhi,Cochin,625,1,No info,6253,15,6,21
5024,Air Asia,Kolkata,Banglore,955,1,No info,5192,15,4,8
5025,Air India,Kolkata,Banglore,1700,2,No info,16372,1,5,9
5026,Vistara,Banglore,Delhi,170,0,No info,5403,24,4,11
5027,Multiple carriers,Delhi,Cochin,440,1,No info,11200,27,3,11
5028,IndiGo,Chennai,Kolkata,145,0,No info,3858,12,6,12
5029,IndiGo,Kolkata,Banglore,155,0,No info,4174,6,4,15
5030,Air India,Delhi,Cochin,185,0,No info,5411,27,4,18
5031,IndiGo,Mumbai,Hyderabad,90,0,No info,3175,15,5,17
5032,IndiGo,Chennai,Kolkata,140,0,No info,3858,24,5,15
5033,Jet Airways,Kolkata,Banglore,520,1,No info,13941,1,5,20
5034,Air India,Delhi,Cochin,1800,2,No info,12182,15,6,13
5035,IndiGo,Banglore,Delhi,180,0,No info,4990,21,6,17
5036,Jet Airways,Kolkata,Banglore,1540,1,In-flight meal not included,10539,9,6,20
5037,IndiGo,Banglore,New Delhi,175,0,No info,6860,9,3,10
5038,Vistara,Delhi,Cochin,175,0,No info,8001,6,3,15
5039,Jet Airways,Delhi,Cochin,1210,1,In-flight meal not included,10262,27,6,23
5040,Vistara,Kolkata,Banglore,385,1,No info,8085,6,5,17
5041,IndiGo,Banglore,Delhi,170,0,No info,3419,27,6,0
5043,IndiGo,Kolkata,Banglore,165,0,No info,6565,24,3,17
5044,Jet Airways,Delhi,Cochin,805,2,In-flight meal not included,9254,27,3,5
5045,Air Asia,Kolkata,Banglore,220,1,No info,6857,6,6,7
5046,Air India,Kolkata,Banglore,1100,2,No info,12140,12,5,7
5047,SpiceJet,Kolkata,Banglore,145,0,No check-in baggage included,3841,6,6,9
5048,Jet Airways,Kolkata,Banglore,685,1,No info,14781,6,5,8
5049,Air India,Delhi,Cochin,1300,1,No info,8372,18,5,10
5050,Air India,Kolkata,Banglore,1830,3,No info,8607,1,4,17
5051,Multiple carriers,Delhi,Cochin,660,1,No info,13587,24,6,10
5052,Jet Airways,Delhi,Cochin,450,1,No info,15554,18,5,21
5053,Jet Airways,Kolkata,Banglore,1360,1,In-flight meal not included,10844,21,5,21
5054,IndiGo,Mumbai,Hyderabad,90,0,No info,4392,24,5,12
5055,Air India,Banglore,Delhi,165,0,No info,6961,27,5,17
5056,Air India,Delhi,Cochin,795,1,No info,8907,18,5,10
5057,IndiGo,Delhi,Cochin,835,1,No info,6442,15,6,9
5058,Jet Airways,Kolkata,Banglore,570,1,In-flight meal not included,8586,15,5,14
5059,Air India,Delhi,Cochin,1820,2,No info,13486,15,5,13
5060,Air India,Mumbai,Hyderabad,75,0,No info,3100,6,6,19
5061,Jet Airways,Delhi,Cochin,2070,2,In-flight meal not included,15812,6,3,18
5062,Air India,Delhi,Cochin,185,0,No info,5201,24,4,18
5063,IndiGo,Delhi,Cochin,825,2,No info,9413,3,3,8
5064,Air India,Delhi,Cochin,1380,2,No info,13591,6,6,20
5065,Jet Airways,Mumbai,Hyderabad,85,0,No info,5678,1,6,3
5066,Air India,Banglore,New Delhi,895,1,No info,6781,3,3,8
5067,Jet Airways,Banglore,New Delhi,1005,1,In-flight meal not included,7832,21,3,19
5068,Jet Airways,Delhi,Cochin,1610,1,In-flight meal not included,14053,9,3,16
5069,Jet Airways,Kolkata,Banglore,800,1,In-flight meal not included,10703,9,5,20
5070,Multiple carriers,Delhi,Cochin,480,1,No info,13727,15,5,17
5071,Multiple carriers,Delhi,Cochin,480,1,No info,7408,24,6,13
5072,Jet Airways,Banglore,New Delhi,1280,1,No info,20800,1,3,14
5073,Air India,Delhi,Cochin,1100,2,No info,11911,3,6,13
5074,Vistara,Banglore,Delhi,160,0,No info,5403,3,4,7
5075,Jet Airways,Kolkata,Banglore,575,1,In-flight meal not included,13469,6,6,10
5076,Jet Airways,Delhi,Cochin,910,2,In-flight meal not included,11270,6,6,21
5077,Air Asia,Delhi,Cochin,590,1,No info,6152,24,6,21
5078,Jet Airways,Delhi,Cochin,1225,1,No info,12452,27,3,8
5079,Jet Airways,Kolkata,Banglore,1430,1,In-flight meal not included,10844,15,5,16
5080,IndiGo,Delhi,Cochin,635,1,No info,8216,18,5,12
5081,Jet Airways,Kolkata,Banglore,800,1,No info,13626,12,6,6
5082,Multiple carriers,Delhi,Cochin,855,2,No info,7084,6,3,7
5083,Multiple carriers,Delhi,Cochin,860,1,No info,7575,9,5,5
5084,Air India,Banglore,New Delhi,1475,1,No info,6781,3,3,8
5085,Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,6478,6,6,7
5086,SpiceJet,Mumbai,Hyderabad,80,0,No check-in baggage included,2385,15,3,6
5087,Multiple carriers,Delhi,Cochin,480,1,No info,9385,18,5,13
5088,GoAir,Banglore,Delhi,175,0,No info,5048,18,4,8
5089,IndiGo,Delhi,Cochin,305,1,No info,5058,12,6,20
5090,Multiple carriers Premium economy,Delhi,Cochin,440,1,No info,11269,21,3,6
5091,Multiple carriers,Delhi,Cochin,390,1,No info,7363,9,4,19
5093,Jet Airways,Delhi,Cochin,800,1,No info,15764,6,3,15
5094,Jet Airways,Delhi,Cochin,1105,1,In-flight meal not included,10262,12,6,10
5095,Jet Airways,Delhi,Cochin,1320,2,In-flight meal not included,10919,3,6,15
5096,Jet Airways,Delhi,Cochin,1530,1,In-flight meal not included,10262,15,6,17
5097,Air India,Kolkata,Banglore,1045,2,No info,11883,6,5,6
5098,SpiceJet,Kolkata,Banglore,140,0,No info,3847,21,3,22
5099,Jet Airways,Mumbai,Hyderabad,90,0,No info,5678,12,6,20
5100,Vistara,Kolkata,Banglore,930,1,No info,8662,12,5,7
5101,Jet Airways,Delhi,Cochin,865,1,In-flight meal not included,12898,27,5,14
5102,SpiceJet,Banglore,Delhi,175,0,No info,4423,12,5,21
5103,Air India,Delhi,Cochin,875,1,No info,8991,12,6,18
5104,SpiceJet,Delhi,Cochin,295,1,No info,5409,15,5,18
5105,IndiGo,Delhi,Cochin,455,1,No info,6442,27,4,9
5106,Air India,Kolkata,Banglore,590,2,No info,9941,24,5,12
5107,IndiGo,Delhi,Cochin,880,2,No info,6494,21,3,7
5108,Multiple carriers,Delhi,Cochin,510,1,No info,7198,24,6,17
5109,SpiceJet,Banglore,New Delhi,170,0,No info,7110,9,3,6
5110,Jet Airways,Banglore,New Delhi,875,1,In-flight meal not included,11087,12,3,19
5111,IndiGo,Kolkata,Banglore,155,0,No info,4804,9,5,20
5112,IndiGo,Banglore,Delhi,175,0,No info,4823,15,6,7
5113,Jet Airways,Kolkata,Banglore,575,1,No info,14151,12,5,10
5114,Multiple carriers,Delhi,Cochin,780,1,In-flight meal not included,10791,27,6,6
5115,Vistara,Kolkata,Banglore,1555,1,No info,7980,1,4,7
5116,Air India,Delhi,Cochin,1535,1,No info,6587,27,4,5
5117,Vistara,Chennai,Kolkata,135,0,No info,3687,6,5,7
5118,Air India,Delhi,Cochin,1470,2,No info,13307,15,5,19
5119,Air India,Mumbai,Hyderabad,85,0,No info,2050,24,3,15
5120,Multiple carriers,Delhi,Cochin,600,1,No info,10197,9,5,9
5121,Vistara,Banglore,Delhi,170,0,No info,4668,24,6,21
5122,IndiGo,Banglore,Delhi,170,0,No info,4990,24,5,13
5123,IndiGo,Mumbai,Hyderabad,90,0,No info,4049,24,5,6
5124,Multiple carriers,Delhi,Cochin,720,1,No info,7933,15,6,9
5125,IndiGo,Mumbai,Hyderabad,90,0,No info,4049,6,5,9
5126,Jet Airways,Delhi,Cochin,1280,1,In-flight meal not included,6645,27,3,7
5127,Jet Airways,Mumbai,Hyderabad,90,0,No info,8040,18,6,9
5128,Multiple carriers,Delhi,Cochin,755,1,No info,8098,21,3,13
5129,Jet Airways,Delhi,Cochin,1005,1,In-flight meal not included,10262,3,6,2
5130,Jet Airways,Banglore,New Delhi,780,1,No info,12284,18,3,19
5131,Jet Airways,Delhi,Cochin,1680,1,In-flight meal not included,10262,3,6,15
5132,IndiGo,Banglore,Delhi,170,0,No info,4990,12,4,20
5133,Air India,Banglore,New Delhi,1030,2,No info,12568,18,3,17
5134,Jet Airways,Kolkata,Banglore,570,1,In-flight meal not included,11841,6,5,14
5135,Jet Airways,Delhi,Cochin,620,1,No info,18371,15,6,2
5136,SpiceJet,Banglore,New Delhi,475,1,No info,23267,1,3,10
5137,Jet Airways,Kolkata,Banglore,840,1,No info,13067,1,5,10
5138,IndiGo,Chennai,Kolkata,140,0,No info,5277,21,6,22
5139,Air India,Delhi,Cochin,865,2,No info,13879,27,5,17
5140,IndiGo,Kolkata,Banglore,155,0,No info,4174,9,4,17
5141,Air India,Delhi,Cochin,1410,2,No info,10178,9,5,20
5142,Jet Airways,Delhi,Cochin,1000,2,No info,13882,12,6,12
5143,Vistara,Banglore,Delhi,165,0,No info,4878,21,5,19
5144,Vistara,Banglore,Delhi,170,0,No info,4668,27,6,10
5145,Jet Airways,Kolkata,Banglore,1595,1,In-flight meal not included,10844,21,5,20
5146,Multiple carriers,Delhi,Cochin,735,1,No info,7005,27,6,9
5147,Jet Airways,Delhi,Cochin,620,1,In-flight meal not included,12898,21,5,2
5148,Air India,Delhi,Cochin,925,1,No info,9929,15,6,4
5149,Jet Airways,Delhi,Cochin,540,1,No info,14714,1,6,10
5150,Air India,Delhi,Cochin,170,0,No info,6094,21,4,5
5151,Jet Airways,Banglore,New Delhi,680,1,No info,16736,6,3,12
5152,Jet Airways,Banglore,Delhi,175,0,No info,7229,3,4,11
